,Review Text,labels
2601,"Absolute waste of money and time. Had a bad experience, a month before, with the set menu and cashew nut. Set menu er chicken undercooked ar dry, ar rice tao temon bhalo chhilona. cashew nut ta toh cashew nut er modhhei porena. Anywys, shobshomoi khabar jeh kharap hobe, ta na, tai bashar kachhe bole abr o ajke gelam, pizza nilam. BUT laglo, oi bakery dokan er pizza er moton, no cheese, dry and cold....",Negative
2603,"what a surprising restaurent!! this food has disgusting taste,I had a bad experience in my entire food taste life.I order pasta its like over boiling and not spicy ,salt etc.chicken fry are horrible.Lost my valuable money.The price is too much but food is very poor .",Negative
2604,It's really very healthy & testy foods�� . If you people do not 🍽 test it you may not relize... So don't late lets go too hurry ....& Test . service good...,Positive
2605,it's really a nice place & food quality r awesome..specially pasta..this is too much yummi...cheese too much���,Positive
2606,I love it..set menu...85..it is awesome..This is one of my favourite dish..,Positive
2607,"Excellent restaurant,high and good quality food,nice environment,really enjoyed my visit there,my kids also liked it a lot.",Positive
2608,"Item-fried rice,bbq chicken,vegetable curry, salad Price-210/= Rate-8/10 Environment - 9/10 Service was good...",Positive
2609,Great place. The service and food both are magnificent . the dim light makes a soothing atmosphere.,Positive
2610,It was awesome place.. And the food was too good.. And stuff group was quite gentle..,Positive
2611,Foods was really josss Bt service not so good nd live music ta too much disturbing atto baje voice er song OMG gaan na jeno jogra chilo ������,Negative
2612,"Excellent restaurant,high and good quality food,nice environment,really.....",Positive
2615,Rice bowl was amazing...,Positive
2623,"Alhamdulillah foods are very delicious, fresh and yummy.You are a life saver I was very worried about my daughter’s tiffin but now I am relieved due to the magic of your hands Apu MashaAllah May Allah always bless you and keep this sincerety in your service. You will go a long way All over 10/10 Best of luck",Positive
2625,foods r really awesome :) delicious & fresh � really like the service.going to be Order food from this page again & again. 100% satisfied :),Positive
2627,Just loved Apu’s food��. Ordered chicken n prawn bhuna. She just served me as I wanted ���.,Positive
2629,I tasted maximum food of this page.. All foods are delicious.. Best wishes﻿,Positive
2631,Foods are very fresh and yummy I’m 100% satisfied,Positive
2633,Really taste food. Loved it. Delivery on time. Excellent service.,Positive
2635,Best bhortas in Town ��,Positive
2637,"2 days theke Ammu boltesilo vorta khete iccha kortese, Ki j kori officer fake ranna kora ekhon ar hoye uthe na Hothat mone porlo Murshida Apur kotha kintu pager name ta mone portesilo na pore Tasnia apur theke pager nam ta niei dekhe apu k knock dilam, order korlam Loitta r Chingri shutki Vorta. Ammu dupur e peye pic na tulei khawa start kore dise ami office e chilam phone dye ki khushi. Murshida Apu ammur jnno Gift hishebe Chepa Shutkir Vuna Pathiyeche, Thank you so much Apu. Asholei Apu tmi eto valo ken� Onek moja chilo vorta gula Ammu onek pochondo korse. Ar ami rate kheye bolbo jodi amr jnno ektu beche thake� Onek gula Valobasha� Recommended Page for Bangali Food�",Positive
2639,Yum yum... Ami last 3months foods niye onek suffer korchi..bashay ammu er naak mukh dom kore rekhechi kichu khetey parina.... Hothat kaal FB te apu er review dekhlam vorta r khudi er. Amar ammu amak different vorta kore khawachche....onek mojar vorta.. But mukh ta chaichilo onno karo hather kichu.... Murshida apu er ranna kora vorta r khudi dekhe lobh shamlate na perey page e knock diye bollam mojar ja vorta shob pathate just khudi 1jn er jonno hishebe ditey. Apu thik e du... Btw apu nijey ashe delivery korey geche jeta amak aro surprise koreche. I wish apu er sathe golpo korte partam. Next konodin hobe inshaAllah! Onek onek dua and Valobasha roilo apu er business er jonno! Onek successful haw apu! �,Positive
2641,"Apur kotha ar ki bolbo!apu ekta valobasa sob kichu onek jotno niye kore ta khabar dekhlei bujha jay.ranna kora tao valo ranna kora ar eto rokomer khabar ranna kora sob kichu manage kore kotota kothin eta amra jara regular ranna kori shudhu tarai bujhi,tarpor abar nije ese delivery deya!!!apu to ekhon boro boner motoi hoye geche,osukhe khobor ney sathe token of love n yes apur arekta kotha je ami ki khete cai r kivabe just apuke bolte.....��� n apur name ami ekhono janina tai apur num amar Tuni apu name e save kora �",Positive
2643,"School fd r kach theka aj khaya order korlum.khaya valo chilo ar sathe proud feel korlum bandhobi r jonno.sathe complimentary desert chilo ,jeta amar bachha ra Khub pochondo koreche.bondhu Murshida Rahman dhonobad janalum mon theka.",Positive
2645,Food r toooo yummm r delicious.... Apur hat a magic ase.... Onk onk Shuvo kamona Apu tmk r vaiya k.... Onk dur jao ....���,Positive
2647,Alhamdulillah #Shahi_jorda delivery pelam r shathe pelam bandhobir love � #Shahi_tukra Ma Sha Allah ...,Positive
2649,Just Awesome...selo sahi jorda ta..thank u Apu ato mojar selo j ke bolbo..Insha Allah por a aro order korbo.. best of luck �,Positive
2651,Onak moga celo khudi Bhat r vorta r porimano onak base khaber er valo r fresh khabar ta dakhlae boja jay . Inshallaha samnae aro kicu oder korbo .,Positive
2653,আপনার কষ্ট দেখে আমি বুঝতে পারছি আপনার কাজের প্রতি কত আগ্রহ �।এমন কষ্ট করে যখন আপু কাজ করছেন অবশ্যই এটার ফল আপু ভালো আসবে ।কারন আপনার মতো এমন কষ্ট করে নিজে ডেলীভারী আপু কেউ দেয় কিনা আমি দেখি নাই ।আর তার থেকে ও বড় কথা আপনার হাতের বানানো জরদা আপু আসলেই অনেক মজা �।ইনশাল্লাহ ভবিষৎতে আর ও মজার কিছু আমি ট্রাই করবো আপনার থেকে নিয়ে আপু �।দোয়া রইল �,Positive
2682,"The burger was upto what a burger lover would expect it to be. The burger had that enough meat to fill your each bite, a bit work on making the meat juicy would make it a 5, though ur special sause on the burger and the cheese covered it up. I only tasted your chicken cheese rapture, looking forward to taste the other ones. The fries were crisp and chocolate shake was a 10/10 looking at the price and quantity. I would recommend you. Best wishes",Positive
2684,"Best burger in this part of the town...Gotta try all!! Love their food, taste and presentation.Staffs are absolutely friendly and we'll behaved..",Positive
2686,They offer the best burgers for the lowest price in the market. Certainly loved it a lot. ���,Positive
2688,"Best quality, friendly environment and tye burger is really awesome.just loved it.",Positive
2690,Loved it.....the mayonesse was great!!!!! Really enjoyed the burger,Positive
2692,Burgers are very tasty and very reasonable. I loved it <3,Positive
2694,Loved the burger....�,Positive
2699,heavenly taste ^-^,Positive
2705,"The white cream pasta is too sweet. Feels like a garbage sweet pitha. The burgers are not well formed and french fries are not crispy and hot. The coleslaw was too sweet too. Dont get me wrong, I love sweet but these are not deserts. I recommend not to go here to waste money and time. The sitting arrangements are good by the way. Oh they also have a couple’s place for make out and stuffs. If you want to try it in case.",Negative
2707,Their pizza is awesome. Their pasta is good. And environment awesome. Staff behavior is very well. I recommend everyone should go there... ��,Positive
2709,iits ours area awsm place 4 adah. love it fodd really awsm place....,Positive
2711,Good place...well behavior...food quality is good. �,Positive
2713,Decoration excellent..food quality excellent...specially pasta...you can try..,Positive
2716,3rd class behavior!!!,Negative
2719,Disgusting behaviour!!!😤,Negative
2721,i love it,Positive
2723,Behaviour👎,Negative
2738,� All the very best for your upcoming step toward this new journey!,Positive
2739,Best burger place in bd,Positive
2740,Keep up the good work!,Positive
2743,"While I'm a big fan of your food, I ordered a salad bowl via Pathao today and was disappointed. The packaging was an absolute mess and very disproportionately sized. Difficult for anyone to comfortably eat, you should work on a better way to deliver one of your signature items",Negative
2745,Sorry to say their Readymade tea is not so good what I expect from them � Nd their pealacchino s the worst coffee ever. I will not go there #never_ever. It was an worst experience for me n my frnd.,Negative
2747,Their lemon loaf is fantastic. But the salad is a deep disappointment. One teaspoon of dressing doesn't make the hearty portion any better. Also the flavours of chicken is very blunt. I ordered the salad bowl several times for lunch but today is the last day I guess until I see some changes. Thank you for the lemon loaf thought. Cheers!,Negative
2749,It happened twice that they failed to deliver food even though orders were accepted. Pathetic to say the least...,Negative
2751,Great place to hangout. 50 taka tea tastes great..,Positive
2753,"Great ambiance! A wonderful place to hang around with friends! I just love their Massala tea and the beef wrap! the chocolate pastry was amazing too!!! Last but not the least... the hands were amazing! Super active, smart and very helpful boys!! Very kind with always smile on their faces!!I wish them all the luck and a great future ahead!! Keep Going!!!......",Positive
2755,I had wrap and tea at Payela. The meat they used for wrap was normal curry style meat. They can work on it.. The ambiance and service is so good. Desserts looks great! Tea was so good.. ‘ boro’.. costs 80! Isn’t it really over priced??!! But if I go next time I’ll have the tea for sure!,Negative
2757,The wrap was so fresh and tasty. All the tea was so flavorful. Environment was nice and calm .Like the place .,Positive
2759,First of all the roti wraps are awesome ! I personally prefer the beef achari one! Really tasty ! The place is awesome in one words for its interior & exteriors + food! Needs a good menu chart on corner of tables for getting to know what can be found according to customers needs! Overall a good place to hangout!,Positive
2761,Pretty good effort. They have been able to keep quality for a long time - always a major plus for Dhaka foods. Good value for money. Keeps your tummy full. Could improve with more and better options. Maybe with time. Their wraps are the Bangla version of Subway. Healthy and tasty.,Positive
2763,One of the best and amazing place. Love the #PeachIcedTea and the food served!!! The environment is lovely and the decoration as well. The food is served in a manner that attracts customers' attention. Worth visiting and a must try...Great Job keep it up (Y),Positive
2765,Love the place. I'm a regular customer here and I always bring my friends here to try their Gulab Jamun Cheesecake. They also make great wraps and you get to choose what ingredients go into it. This is by far one of the best cafes in Dhaka right now. They have successfully created a fusion between western food and Bengali food. 10/10 would recommend!,Positive
2767,The main thing I must admire is foods are tasty. I think this should be major thing to measure whether foods are tasty or not. And in terms of peyala place and foods are just awesome.,Positive
2769,"This one of the best cafes to hang out with friends, I love their coffee more than most places. Their wraps and salad bowls are great too. Amazing service all the time <3",Positive
2771,The food is amazing but yesterday was the 4th time they either didn't have a wrap and can only give salad bowls or didn't have one of the two beef or chicken. Since the menu is really limited you guys should atleast try have a better stock so you can serve whatever is on the menu for that day instead of telling the customers they can only have salad bowls or only the beef with limited salad.,Negative
2773,Tired their salad bowl and one desert item I just loved both! Saladbowl was so fresh and yummy beyond my expectations! Their behavior is so good and environment is amazing. Highly recommend this place Definitely visit them again �,Positive
2775,"I was looking for a quick breakfast after returning from a 2 day road trip with friends, and thought I would give Peyala a try. Had their breakfast burger and mango cooler. Both were outstanding I must say. Staff are friendly and eager to help. My order was takeaway, interior looked cozy during my brief stay there. Very few restaurants in Bangladesh were able to pleasantly surprise me on first visit. This is one of them. Highly recommend.",Positive
2776,Had peach iced tea. Liked it a lot. Very refreshing,Positive
2777,Great people work there. they know how to make the customer smile by keeping the smile on their face. The food is always awesome. I would request please add varieties on chicken & beef wrap. I wish them good luck for future!!,Positive
2778,Best wraps & Tea in town hands down.. Perfect for casual outing & hangouts,Positive
2779,"Great ambiance! A wonderful place to hang around with friends! I just love their Massala tea and the chicken wrap! the chocolate pastry was amazing too!!! Last but not the least... the hands were amazing! Super active, smart and very helpful boys!! Very kind with always smile on their faces!!I wish them all the luck and a great future ahead!! Keep Going!!!......",Positive
2781,"I remained a regular fan of their salad bowl, but now I m very dissapointed with the quality of serving...the decrease the amount of the ingredients of salad....even I told to put more chicken, mashroom and fajita,but they didn't do it...amount of ingredients are far decreased than before...really upset.",Negative
2783,The food was good. I took the chicken salad and cookie sandwich with chocolate ice cream which was too good..they have several items for dessert but I do feel it would be much better if they open more options for the main course...the ambience was ok...,Positive
2785,Love the place. The tea and the salad bowl are on point.. resealable price with great taste and quality �,Positive
2786,Love the place �,Positive
2787,excellent environment with super friendly employees <3 thanks for helping me with the surprise <3 <3 wishing you the very best guys :D,Positive
2788,It is one of my favourite places to eat. What I like the most about them is they keep the wraps healthy with amazing flavours.,Positive
2789,A great place for chai!!!,Positive
2790,Food tastes a lot better with good environment and customer service. Different menu each day is a plus.,Positive
2791,Really poor service.Don't care about customer.It feels like they are giving everything free. I will suggest others nt to come here,Negative
2792,very cheap,Negative
2793,"Food was dry and tasteless. The tea was worse than many road side tea stalls, and they gave like two drops of tea in a 50 tk cup. Absolute waste of money. Please leave this place be.",Negative
2794,Their beef roll is best roll ever. <3 Cake is also good. But tea!!! its just awful. :(,Negative
2795,This nice little cafe serves incredible foods.I love a bite of Gulabjamun Cheese cake after finishing up my salad bowl.,Positive
2796,"This one of the best cafes to hang out with friends, I love their coffee more than most places. Their wraps and salad bowls are great too. Amazing service all the time...........",Positive
2797,The quantity of salad bowl has drastically decreased. In-fact today there was no coleslaw on the salad bar(They said its over :( ) . I am not going back to peyala again.,Negative
2798,"gulab jamun cheese cake & kala bhuna wraps were surprisingly tasty & unique. nice place & good food.. definitely, i'll be back soon!",Positive
2799,"They make the best wrap. Love the brownie, in fact all of their items uniquely good",Positive
2800,"Best wrap and best nutella & brownie shake in town. friendly staff, and here i dont even like cafes, but this is our favorite cafe",Positive
2801,Nice place! a bit crammed but conveniently close to my office. The food is also good!,Positive
2802,It's simple nice place and I love the salad. Also the tea is good,Positive
2803,"I love their wraps, also Im not a salad person at all but I even ate salad from peyala. looking forward to try gulab jamun cheesecake soon",Positive
2804,Excellent food! Amazing chaa (tea)! Beef liver wrap is a must try! Wraps - 10/10 Masala Chaa - 10/10,Positive
2805,Good and Tasty Food. Loved it. One of the best and cheapest place for hangouts... �,Positive
2806,"Good address in Dhaka, especially if you are in Westin hotel. Spicy wraps and cappuccino with delicious sweets.",Positive
2807,Very good food with comfort... The wraps and iced teas are really good...,Positive
2808,"Needs some improvement on Coffee. Not so spacious place, but I like their attitude, smiling face & hygiene.",Positive
2809,"The chocolate cha is not good enough. Expected a better taste. Anyway, nice ambient. Service was satisfactory.",Negative
2810,its always chill out for me...good food & keep it up!!!,Positive
2811,Every item is superb here. Pricing is good for such a cozy cafe! Would recommend everyone to drop by here sometime!,Positive
2812,"Everything is good except the amount of tea , mejo is actually size of choto.",Positive
2813,Ow! Best! The best for salads and various types of tea �,Positive
2814,"Awesome tea, awesome food, awesome ambience! It was indeed a great find. I am definitely coming back again. :D",Positive
2815,Really cosy and cheap. Great place for hangouts.,Positive
2816,"গত এক বছর ধরে এই জায়গাটা আমার শত প্রাণবন্ত আড্ডা ও সুখস্রিতির সাক্ষী।আগে ভাবতাম , একটা কফিশপ টাইপ রেস্তরাঁর প্রতি এত ভালবাসা শুধু মুভিতেই সম্ভব। মাসালা চা আর চিকেন Wrap এর সাথে নাভিদের HSBC এর হতাশা, নুমায়েরের চৌধুরী টাইপ কথাবার্তা, ইরাদের ""বিয়া করলে বুঝবা"" বাহানাটা ছিল অসংখ্য হাসোজ্জল মুহুতের উৎস। ""আগে #পেয়ালাতে নিয়মিত যেতাম"" এইটা বলার আগপর্যন্ত নিয়মিত #PEYALAতে যেতে চাই",Positive
2817,Cool & chill place. Sitting arrangement should be more spacious.,Positive
2818,"No opinion , about worst Restaurant.",Negative
2819,"Beyond comparison,,and nicely decorated!!! Love the place.!!!",Positive
2820,"that chocolate tart, was just yeam. you guys deserve a hug actually.",Positive
2821,"I just love their wraps ,,,it was very clean & delicious ,,,also love their environment ❤️",Positive
2822,"The gulab jamun cheesecake is splendid. ordered thrice in a sitting, just couldn't control. :)",Positive
2823,"Reasonable price, friendly staffs n delicious salad. coffee was also good over all i love it",Positive
2824,"Food was good, we tried Meaty Wrap. The Masala Tea could have been better. Overall, enjoyed the food and the ambience.",Positive
2825,Their bowls. 😍 a must try and gulabjamoon cheesecake too. ☺️,Positive
2826,Good Food With Reasonable Price..Loved their chitagonian Kala Bhuna and Golab Jamun Cheese Cake! Keep it Up!,Positive
2827,Absolutely love the ambience. Their teriyaki and Jamaican chicken based salad bowl is to die for.,Positive
2828,A chill place to hangout with your friends after a long day at work!! The food specially the CHA is definitely the best thing here!!,Positive
2829,"Frm their Begining...i start to go there....their Salad realy gud & fresh...mosty i visit the cafe caz of their Salad, bt The Service is nt bad...�",Negative
2830,Their golapjamun cheese cake and kala bhuna wrap are really nice and unique. But bbq wrap and brownie is 50/50.,Positive
2831,"The tea is overpriced but taste is good, specially Masala tea. The quantity is really small for 50 taka.",Negative
2832,"Amazing place,n the food is excellent ,best place for salad and wraps in the town..�",Positive
2833,Tired their salad bowl today. It was verrrrrry tasty �,Positive
2834,"Dear Peyala, You guys and your wraps (especially the Kala Bhuna and the smoked chicken) are amazing...might I say, better than Chipotle. Thank you for making my lunches great. Yours truly, A very happy customer",Positive
2835,The wraps were fresh and mouthwatering. Loved the masala cha particularly.,Positive
2836,very good xperience....food was great as well as the tea......surely will visit again.. :),Positive
2837,Shitty place,Negative
2838,Best brownie in town. Hands down!,Positive
2839,Yummy wraps and salad bowl! Everyone must give it a try :),Positive
2840,I had my best wrap ever...yumm it was dam good...���i just loved it..,Positive
2841,The Jamaican wrap was tooo good �,Positive
2842,The Masala Chai rocks although the serving size should be bigger considering you pay 50 bucks for a piddly cup of tea sized medium and 80 for a real cup. Salads were fresh with a local twist which makes it interesting. Service was friendly and quick.,Negative
2843,My first visit to this cafe very impressive layout and must give a thumbs up for the wraps nd coffee Keep up the good work,Positive
2844,"Yesterday was my first visit here & it was not a pleasant one. I had to wait over 35mins for one masala chai & the place was relatively empty. Even worse, a person who ordered the tea much later than I did, received it earlier. The cafe in itself reminded me of a smaller version of Chipotle and the prices were reasonable. However, the efficiency of the staff were simply not up to the mark & I honestly expected better service.",Negative
2845,"Alhamdulillah all the foods are very tasty n delicious. Specially the people work at Peyala cafe very friendly coz any kind of query regarding their Peyala cafe they are very attentive n quick satisfied responsive. In one sentence I agree n request all the quality food lover to go n at least try once n it's worth spending money there, in sha Alaah.",Positive
2846,"Really liked the smoked chicken and kalabhuna beef salads and the Gulab Jamun Cheesecake. The tea were average, but the atmosphere & food made up for that shortcomings. I'll be back, soon!",Positive
2847,"you should improve the taste of Jamaican jerk chicken, adequate use of cloves spoils the taste!",Negative
2848,"Food, place and environment were awesome ..I love to go there again and again",Positive
2849,"Thank you for being in my favorite list............. ""D",Positive
2850,good food..... good envirionment....& that gulab jamun cheesecake.. :p,Positive
2851,great ��.,Positive
2852,Excellent food.... Price was also moderate... Liked the enviornment...,Positive
2853,Very nice...good environment and food.. They have different kind of food item n i really enjoyed their masla tea..,Positive
2854,"Tried their red velvet,no where near kiva hans or red window, As well as choco coffee,it had choc n coffee in it,but wasnt desirable either,dissapointed in quality",Negative
2855,One of the best cafe to visit! Best Place to eat wraps in Dhaka :),Positive
2856,I like their kala bhuna wrap. Place is clean and location is convenient for me . But employees need to work with more coordination and may be communicate better with each other and customers. All the best :),Positive
2857,The wraps are awesome. Great service and behavior. Keep it up.,Positive
2858,delicious wraps are must try menu and obviously the masala tea!,Positive
2859,what a food brand....what e service!!!...its 8.21 pm....not a single food available... no wrap and no salad....even your people don't know when it can available to night....this is shit...(I think you should pay my car fuel cost),Negative
2860,"Awesome food,fast and satisfying service and a nice place to chill. :)",Positive
2861,Superb food and service as well. ��������,Positive
2862,Amazing place with amazing food. Absolutely loved it. ❤,Positive
2863,Awesome food. Quality food in low price. Best wrap in town i think.,Positive
2864,It's simply great !!! :) The service is satisfying and the best thing I like about this cafe is the environment...It's awesome !!!,Positive
2865,"Masala tea was spectacular. I also have the chicken Teriyaki wrap, which was also good. However because of very limited seats, the café was a bit overcrowded. Overall a great place to hang out with friends & family. LOVED IT :)",Positive
2866,Standard service quality and systematic process of que! Good food!!!,Positive
2867,Great Fusion food. Gulab Jamun cheese cake & Masala tea was amazing. speed of service was world class ...,Positive
2868,Good food at an affordable rate....a must try for everyone I would say :),Positive
2869,Loved their service.. The red velvet is one of the bests in town.,Positive
2870,The reason i am giving 5 star is for the taste of food and prompt service of the staffs. But dear owner please change your location or take a new big place for the second branch.!! And yes your Tea is best in the town :D,Positive
2871,"But everything is small comparing to the price, and all prices are 15% exclusive of VAT...stingy service. The owner is present but hardly improving these flaws�",Negative
2872,you hardly find a place in gulshan with such ambiance and reasonable price. loved it!,Positive
2873,"Loved their Beef Liver Wrap. Also, their Nutella Shake is to die for. Only if the store was a little more spacious...",Positive
2874,"It is a great place to hangout. Today I've tasted Butter Chicken Wrap, the taste was delicious. And the Hot chocolate peyala was good. Coming back again.......... :)",Positive
2875,"Tried kaala bhuna wrap, gulab jamun cheesecake and masala tea. The gulab jamun cheesecake and kaala bhuna was good. The masala tea has scope for improvement. Doesn't taste like cha.",Positive
2876,"Awesome Wraps & desserts! Also, I like their Masala Cha. Highly Recommended :)",Positive
2877,"I ordered a ""Boro"" Masala Tea. Considering the price and the taste, it was not value for money. It was no where near to what one would consider as Boro. Plus the menu on the wall mentions it comes with a biscuit. When I asked for one, they said it is not available yet and they don't have alternatives :/",Negative
2878,Very good behavior from employees and wraps are awesome.,Positive
2879,One of the worst never go there please I beg you . They serve in fucking tiny portion- just order the big tea and you will know what I am trying to say,Negative
2880,I am not a very good fan of tea but now I am in love with Peyala's masala tea.A great combination of tea with masala. The place is very convenient for me and the behavior of the staff is reallllly really good.They are very well behaved and organized. Usually I don't write review's but this time PEYALA forced me to write something because of their delicious gulab jamun cheesecake and wrap which is very reasonable in price.. This is now like a second home for me.Everybody should at least try their food once.,Positive
2881,"A very nice place to hang out with friends. Very good food, excellent service.. :)",Positive
2882,"Unique menu, international outlook, deshi style ! A must try",Positive
2883,"A little cozy, comfy place with really good quality food. Love the chicken wrap. I always found the chicken very juicy and the sauce is light. The beef wrap is amazing as well, especially that beef is to die for. Hopping have costume made wrap option sometime soon. Good place to chill with quality food.",Positive
2884,"Tried their Chicken Teriyaki wrap.. this is so yummy... i loved it... and their masala cha , i am big fan of it..one thing i must say, the service is wonderful. keep this up.. :) (y)",Positive
2885,Awesome restaurant....wraps are mind-blowing.... Well decorated.... Service is good....love those food.... <3,Positive
2886,Awesome wraps and one of the best coffees in town,Positive
2887,A much needed place in gulshan 2! Small but cosy & amazing fusion of flavours from different countries. My personal favorite is their beef kalabhuna. The place gets crammed at times but I can't blame them for that. Highly recommended!,Positive
2888,"Tried their Chicken Teriyaki and Beef wrap, both were very good! Masala Tea was out of the world for me as i like my tea loaded with milk and sugar . If you are a fan of a gulab jamun and cheese cake then their fusion gulab jamun cheese cake is a must try . It just melt in my mouth .",Positive
2889,"""Its okay"" perfectly sums up the experience... Not to expensive, neither it's cheap, it's just okay... They could have been a bit more generous with the fillings but as it turns out they are not... One wrap might not be good enough to fill an empty stomach, hence one less star... Another less star as service is very slow and the place is cramped... Tea was good... Taste of wrap was okay...",Negative
2890,Good value for money. Nice concept. Good coffee and wraps.,Positive
2891,Absolutely love this place! The rastar Chaa is fantastic and the kala bhuna wrap is perfect.,Positive
2892,Fine food.... fully deshi taste with a bideshi style....loved it....,Positive
2893,"Really liked the menu and the decor. Reasonably priced. Food, drinks and desserts are simply delicious. Just 2 observations: 1. No rice in wraps please unless customers want it; 2. Rastar cha should have flavour of tea. It was more like gorom dudher shorbot.",Positive
2894,"Tried chicken mexicana and butter chicken, fantastic wraps. Did not like the cheese cake with gulab jamun.",Positive
2895,food 9/10 service 7/10 the staffs need to be trained more.,Positive
2896,"Nice Ambiance , wow food, perfect fusion food ...",Positive
2897,"Great place, cozy, superb service very welcoming. Loved their wraps and specially their cinnamon milk tea. Will definitely visit again.",Positive
2898,"Interesting concept, very good ingredients options available for Wraps..overall a good startup..",Positive
2899,"Went for lunch today, very good wraps. Recommend Chicken Mexican",Positive
2900,"Worst Tanduri chicken & butter nun I have ever had. tanduri chicken was burned to core and hard as rock! Overpriced (Tanduri chicken tk 160, butter nan tk 40) and stale quality. Even the salad served was stale and smelly. Seems like they have started to take people for granted!!",Negative
2901,"Better place and food taste so yummy.i spend more time in this restaurant.everyone knows,taste is main fact of food.this restaurant serve us tasty food,that's why I like it.",Positive
2902,It's food just awesome...I always like their food...,Positive
2904,"Love you place, Insah'Allah will come here again.",Positive
2905,কাশ্মিরী নান ওয়াউ বাদ বাকি এভারেজ টু মি,Negative
2906,আমার পছন্দের জায়গার মধ্যে এটিও একটি। খাবারের মান খুব ভালো।সময় পেলে family নিয়ে ঢুঁ মারি এখানে।,Positive
2907,Service Vala Na .. Onk Khn wait koray .. Customers dr sathe Thik Moto Kotha o Bole Na,Negative
2908,চরম ফালতু..... ১. খাবার ২.দাম ৩.সাভির্স জায়গা টা ভাল.,Negative
2909,Bahi akhan khida lagana,Positive
2913,"Delicious food indeed!!tried combo 13 the food taste is top of its class. Loved the bbq chicken.� Considering the place,food quality,hygiene this restaurant is best at its place.",Positive
2915,Nice place for kids and also birthday and other parties.Try combo package for lunch or dinner.Too good food.Cost is much less than other similar restaurant.,Positive
2917,"Its a good hangout place for nice little family away from everyday crowd and hassle. Let your wife and kids play inside and see them playing with a cup of cold coffee. Sounds not bad, right? Exactly I did that. Happy little hangout.",Positive
2919,It's a very good place.. I think it's a great party place also,Positive
2921,Nehal play at play soon smoothly cafe service is good for my childen,Positive
2923,Nothing ti say....I'll use jst one word nd it's AWESOME....Like a bst plc to hangout nd mt with frnds nd prfct plc for fily member also....jst ��SEIIII...,Positive
2925,Yummy food and nice playground... love the atmosphere.,Positive
2927,Place was nice..good for children and food was tasty too,Positive
2929,Nice place with a big playzone for kids. Food quality is very good.,Positive
2931,Totally Poor service. Neither they can take order nor they have time to talk with customer.,Negative
2933,It's Awesome being here.. We love to be here..,Positive
2935,Food was delicious...���,Positive
2937,Nice place�,Positive
2939,The place is nice for kids large space and the food is really good.......,Positive
2941,Amazing restaurant with great service 😍 Food was extra ordinary ❤❤😍,Positive
2943,love that pasta...................................,Positive
2945,�,Positive
2947,����,Positive
2949,....,Positive
2951,',Positive
2953,.,Positive
3020,Cool Place to hangout with friends and family...Foods are really tasty and fresh... a different FOOD CART with different kinds of fast foods.....,Positive
3022,Love Subway with � mushrooms � & Special thanks to apu for yummy mixed chaomin� �� so many many thanks�. �,Positive
3024,spicy garlic mushrooms was awesome �,Positive
3026,That chef is awesome �.....,Positive
3028,#Best quality� #Good test� #Reasonable price�,Positive
3030,Ami oi asche valo ee lagsa .,Positive
3033,Gud service as well as good food quality......,Positive
3034,awesome place..awesome food...everyone should try it,Positive
3035,Good food and nice environment. Best wishes for Mamma Mia (y),Positive
3036,Familiar environment... :-) Best wishes for all mammazz of mamma mia,Positive
3037,well with satisfaction... I want to be there very soon...,Positive
3038,"The place is clean and the staff are very friendly , however I believe the management is very stingy. Most of the menus were 6 pieces ( pen corrected from 8.) instead of 8 pieces. The beef and chicken vegetable - are shamelessly small quantity and flooded with gravy to fill the plate. I have never seen such a Chinese dish with Indian curry like gravy and small portions . The manager might be trying to save money to have higher bonus . I believe any restaurant inspector will... Despite specifically requested for little or no chilies- the foods were served with red and green chilies and when complained they waived the price of ice cream (5 out of 10). I would spend my money some where else next time.",Negative
3039,"Environment is good, food is also tasty but you need to give more attention on your service quality, waiters are not available when we need, even they have no combination in giving service, 3-4 waiters are giving service in one table other people’s are waiting, so you need to much improve in management, Otherwise it was pretty good ��",Positive
3040,"Had the pleasure of visiting this restaurant on my short, but memorable trip to Dhaka almost two summers ago. The environment is clean and neat unlike the dark, dimly lit restaurants found lurking all over Dhaka city. The food and service were absolutely divine. Coming to Dhaka I realized nothing is truly authentic, you are expected to run into the fusions here. This restaurant takes the hat in asian fusion food. The exotic looking menu and the fresh quality food here was something remembered from my South Asia tour. Congratulations to the restaurant on holding their standard high over the course of the years. Locals say it's been around for more than 20 years and it shows in their service! I look forward to coming back and try those crabs again!",Positive
3042,Worst Chinese food. I will never eat. If you have to waste money then go there.,Negative
3043,"Makes me nostalgic every time I visit this place. Have dined here since I was 4/5 years old I guess. Food is epic. Not to mention the service. Will definitely be one of my favorite places of all time. I'm giving it a 4 star because I liked the old place better, mostly because it was one of the coolest looking buildings of Dhaka (the one with the Big Red Lobster!!!). Wish you guys all the best (y)",Positive
3044,"Sung food garden is really great. Their friendly behavior, hospitality n their hard working are jst awesome I went there last 12 February for my little sis birthday program n it was nice enough for them. The place is very good. N the food was very nice. Each n every guest were very pleased by the food they served. Each item was delicious n the friendly behavior n working. Thanks alot manager admin n all officers for making the program good",Positive
3045,"Best food in Dhaka. Often eat there. Nice environment, good food, great service. Will always recommend.",Positive
